completionCode,trialNum,itemNum,condition,Value,sentence,rating
CO224865,69,102,ungram,kötü sayılır,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,3
CO224865,70,106,ungram,iyi,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,5
CO224865,72,108,ungram,iyi,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,5
CO224865,73,101,ungram,iyi,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,5
CO224865,75,209,gram,kötü,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,2
CO224865,76,103,ungram,iyi,Yarışmada ödül aldı kadar mutlu bir kızdı.,5
CO224865,78,225,gram,iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,5
CO224865,79,231,gram,iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,5
CO224865,81,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO224865,82,203,gram,kötü sayılır,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,3
CO224865,84,236,gram,kötü sayılır,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,3
CO224865,85,214,gram,kötü sayılır,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,3
CO224865,87,112,ungram,kötü,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,2
CO224865,88,213,gram,kötü,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,2
CO224865,90,109,ungram,kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,2
CO224865,91,121,ungram,iyi,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,5
CO224865,93,219,gram,kötü,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,2
CO224865,94,122,ungram,kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,2
CO224865,96,222,gram,oldukça kötü,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,1
CO680683,1,117,ungram,kötü sayılır,Mimarın tecrübeli olması herkesin işini daha kolaydı.,3
CO680683,3,237,gram,oldukça iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,6
CO680683,4,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO680683,6,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO680683,7,114,ungram,iyi sayılır,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,4
CO680683,9,215,gram,oldukça iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,6
CO680683,10,224,gram,iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,5
CO680683,12,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO680683,13,232,gram,iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,5
CO680683,15,119,ungram,kötü sayılır,Geminin limana yanaşmak için yavaşlamalıyım.,3
CO680683,16,213,gram,oldukça iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,6
CO680683,18,217,gram,iyi sayılır,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,4
CO680683,19,104,ungram,kötü sayılır,Metin yeni çıkan romanı ve gazete okudu.,3
CO680683,21,239,gram,oldukça iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,6
CO680683,22,123,ungram,kötü,Kimse doktor geldiğinde zaten şaşırdı.,2
CO680683,24,103,ungram,kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,2
CO680683,25,120,ungram,kötü,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,2
CO680683,27,205,gram,iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,5
CO680683,28,214,gram,iyi sayılır,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,4
CO680683,30,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO680683,31,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO680683,33,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO680683,34,109,ungram,oldukça kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,1
CO680683,36,110,ungram,kötü sayılır,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,3
CO680683,37,116,ungram,oldukça kötü,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,1
CO680683,39,233,gram,iyi sayılır,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,4
CO680683,40,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO680683,42,111,ungram,iyi sayılır,Zabıtalar işportacının ceza aldıklarına duydu.,4
CO680683,43,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO680683,45,118,ungram,kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,2
CO680683,46,122,ungram,kötü sayılır,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,3
CO680683,48,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO680683,49,124,ungram,kötü sayılır,Sekreter kimsenin aradığını çoktan biliyordu.,3
CO680683,51,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO680683,52,221,gram,oldukça iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,6
CO680683,54,220,gram,oldukça iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,6
CO680683,55,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO680683,57,219,gram,oldukça iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,6
CO680683,58,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO680683,60,106,ungram,kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,2
CO680683,61,105,ungram,kötü sayılır,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,3
CO680683,63,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO680683,64,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO680683,66,226,gram,oldukça iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,6
CO680683,67,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO680683,69,112,ungram,iyi sayılır,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,4
CO680683,70,121,ungram,kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,2
CO680683,72,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO680683,73,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO680683,75,216,gram,oldukça iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,6
CO680683,76,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO680683,78,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO680683,79,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO680683,81,207,gram,oldukça iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,6
CO680683,82,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO680683,84,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO680683,85,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO680683,87,115,ungram,kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,2
CO680683,88,113,ungram,iyi sayılır,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,4
CO680683,90,107,ungram,kötü sayılır,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,3
CO680683,91,222,gram,iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,5
CO680683,93,108,ungram,kötü sayılır,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,3
CO680683,94,101,ungram,oldukça kötü,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,1
CO680683,96,102,ungram,kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,2
CO676222,1,122,ungram,kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,2
CO676222,3,123,ungram,kötü,Kimse doktor geldiğinde zaten şaşırdı.,2
CO676222,4,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO676222,6,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO676222,7,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO676222,9,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO676222,10,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO676222,12,116,ungram,iyi sayılır,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,4
CO676222,13,205,gram,oldukça iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,6
CO676222,15,102,ungram,kötü sayılır,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,3
CO676222,16,101,ungram,kötü sayılır,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,3
CO676222,18,214,gram,oldukça iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,6
CO676222,19,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO676222,21,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO676222,22,226,gram,oldukça iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,6
CO676222,24,113,ungram,kötü sayılır,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,3
CO676222,25,219,gram,oldukça iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,6
CO676222,27,114,ungram,iyi,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,5
CO676222,28,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO676222,30,217,gram,oldukça iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,6
CO676222,31,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO676222,33,221,gram,oldukça iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,6
CO676222,34,107,ungram,iyi sayılır,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,4
CO676222,36,120,ungram,iyi sayılır,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,4
CO676222,37,121,ungram,kötü sayılır,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,3
CO676222,39,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO676222,40,111,ungram,iyi sayılır,Zabıtalar işportacının ceza aldıklarına duydu.,4
CO676222,42,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO676222,43,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO676222,45,233,gram,oldukça iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,6
CO676222,46,220,gram,oldukça iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,6
CO676222,48,108,ungram,kötü sayılır,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,3
CO676222,49,104,ungram,iyi sayılır,Metin yeni çıkan romanı ve gazete okudu.,4
CO676222,51,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO676222,52,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO676222,54,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO676222,55,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO676222,57,239,gram,oldukça iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,6
CO676222,58,232,gram,oldukça iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,6
CO676222,60,112,ungram,iyi sayılır,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,4
CO676222,61,110,ungram,iyi sayılır,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,4
CO676222,63,105,ungram,kötü,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,2
CO676222,64,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO676222,66,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO676222,67,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO676222,69,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO676222,70,124,ungram,kötü,Sekreter kimsenin aradığını çoktan biliyordu.,2
CO676222,72,224,gram,oldukça iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,6
CO676222,73,106,ungram,kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,2
CO676222,75,207,gram,oldukça iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,6
CO676222,76,215,gram,oldukça iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,6
CO676222,78,117,ungram,kötü,Mimarın tecrübeli olması herkesin işini daha kolaydı.,2
CO676222,79,103,ungram,kötü sayılır,Yarışmada ödül aldı kadar mutlu bir kızdı.,3
CO676222,81,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO676222,82,119,ungram,kötü sayılır,Geminin limana yanaşmak için yavaşlamalıyım.,3
CO676222,84,115,ungram,kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,2
CO676222,85,118,ungram,kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,2
CO676222,87,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO676222,88,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO676222,90,213,gram,oldukça iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,6
CO676222,91,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO676222,93,109,ungram,kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,2
CO676222,94,237,gram,oldukça iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,6
CO676222,96,216,gram,oldukça iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,6
CO458293,1,221,gram,iyi sayılır,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,4
CO458293,2,201,gram,iyi sayılır,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,4
CO458293,4,208,gram,iyi sayılır,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,4
CO458293,5,115,ungram,oldukça kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,1
CO458293,7,207,gram,iyi sayılır,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,4
CO458293,8,111,ungram,kötü,Zabıtalar işportacının ceza aldıklarına duydu.,2
CO458293,10,223,gram,iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,5
CO458293,11,114,ungram,kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,2
CO458293,13,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO458293,14,110,ungram,kötü,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,2
CO458293,16,226,gram,iyi sayılır,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,4
CO458293,17,231,gram,iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,5
CO458293,19,118,ungram,kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,2
CO458293,20,238,gram,iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,5
CO458293,22,123,ungram,kötü,Kimse doktor geldiğinde zaten şaşırdı.,2
CO458293,23,217,gram,iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,5
CO458293,25,124,ungram,kötü,Sekreter kimsenin aradığını çoktan biliyordu.,2
CO458293,26,112,ungram,kötü,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,2
CO458293,28,215,gram,iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,5
CO458293,29,233,gram,iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,5
CO458293,31,103,ungram,kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,2
CO458293,32,225,gram,iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,5
CO458293,34,203,gram,iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,5
CO458293,35,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO458293,37,236,gram,iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,5
CO458293,38,224,gram,kötü sayılır,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,3
CO458293,40,240,gram,iyi sayılır,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,4
CO458293,41,119,ungram,kötü,Geminin limana yanaşmak için yavaşlamalıyım.,2
CO458293,43,108,ungram,kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,2
CO458293,44,214,gram,iyi sayılır,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,4
CO458293,46,230,gram,iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,5
CO458293,47,106,ungram,kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,2
CO458293,49,205,gram,iyi sayılır,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,4
CO458293,50,219,gram,iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,5
CO458293,52,202,gram,iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,5
CO458293,53,216,gram,iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,5
CO458293,55,213,gram,kötü sayılır,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,3
CO458293,56,122,ungram,oldukça kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,1
